MOLCLIN	REFNO	INVNO	ORDERNO	PREFIX	GENE	SUFFIX
M	14804	2692	3		TOMM22	+ 
M	14804	269	2		SF3A2	+ 
M	14804	2693	1		MEGF6/WRAP73	
M	14804	2693	2		MEGF6	+ 
M	14804	2693	3		WRAP73	+ 
M	14804	269	3		AZU1	+ 
M	14804	2694	1		TAOK1/ZNF385C	
M	14804	2694	2		TAOK1	+ 
M	14804	2694	3		ZNF385C	+ 
M	14804	2695	1		GALNT11/EZH2	
M	14804	2695	2		GALNT11	+ 
M	14804	2695	3		EZH2	+ 
M	14804	2697	1		CLTC/ROS1	
M	14804	2697	2		CLTC	+ 
M	14804	2697	3		ROS1	+ 
M	14804	2698	1		CASP8/UBR3	
M	14804	2698	2		CASP8	+ 
M	14804	2698	3		UBR3	+ 
M	14804	270	1		C5orf45/RNF130	
M	14804	2702	1		C10orf11/VCL	
M	14804	2702	2		C10orf11	+ 
M	14804	2702	3		VCL	+ 
M	14804	270	2		C5orf45	+ 
M	14804	2703	1		ITGA3/MIEN1	
M	14804	2703	2		ITGA3	+ 
M	14804	2703	3		MIEN1	+ 
M	14804	270	3		RNF130	+ 
M	14804	2705	1		PER3/GNAL	
M	14804	2705	2		PER3	+ 
M	14804	2705	3		GNAL	+ 
M	14804	2706	1		OSMR/NCKAP5	
M	14804	2706	2		OSMR	+ 
M	14804	2706	3		NCKAP5	+ 
M	14804	2708	1		GSS/ACSS2	
M	14804	2708	2		GSS	+ 
M	14804	2708	3		ACSS2	+ 
M	14804	2709	1		KIF16B/RRBP1	
M	14804	2709	2		KIF16B	+ 
M	14804	2709	3		RRBP1	+ 
M	14804	2711	1		LONP2/HIRA	
M	14804	2711	2		LONP2	+ 
M	14804	2711	3		HIRA	+ 
M	14804	271	1		FOXP4/DNAH8	
M	14804	271	2		FOXP4	+ 
M	14804	2713	1		PID1/DNER	
M	14804	2713	2		PID1	+ 
M	14804	2713	3		DNER	+ 
M	14804	271	3		DNAH8	+ 
M	14804	2714	1		TSEN15/ACBD6	
M	14804	2714	2		TSEN15	+ 
M	14804	2714	3		ACBD6	+ 
M	14804	2716	1		TTC28/ODF1	
M	14804	2716	2		TTC28	+ 
M	14804	2716	3		ODF1	+ 
M	14804	2717	1		RPRD1B/CTNNBL1	
M	14804	2717	2		RPRD1B	+ 
M	14804	2717	3		CTNNBL1	+ 
M	14804	2718	1		NF1/PSMD11	
M	14804	2718	2		NF1	+ 
M	14804	2718	3		PSMD11	+ 
M	14804	2721	1		PRPSAP2/EEPD1	
M	14804	2721	2		PRPSAP2	+ 
M	14804	2721	3		EEPD1	+ 
M	14804	272	1		FAXC/ASCC3	
M	14804	2722	1		USP6NL/FAM107B	
M	14804	2722	2		USP6NL	+ 
M	14804	2722	3		FAM107B	+ 
M	14804	272	2		FAXC	+ 
M	14804	272	3		ASCC3	+ 
M	14804	2725	1		SPECC1L/BCL2L13	
M	14804	2725	2		SPECC1L	+ 
M	14804	2725	3		BCL2L13	+ 
M	14804	2728	1		MUC1/SIAE	
M	14804	2728	2		MUC1	+ 
M	14804	2728	3		SIAE	+ 
M	14804	2729	1		ULK4/ANO10	
M	14804	2729	2		ULK4	+ 
M	14804	2729	3		ANO10	+ 
M	14804	2730	1		UBXN4/R3HDM1	
M	14804	2730	2		UBXN4	+ 
M	14804	2730	3		R3HDM1	+ 
M	14804	2731	1		ANLN/EEPD1	
M	14804	2731	2		ANLN	+ 
M	14804	2731	3		EEPD1	+ 
M	14804	273	1		LRIG1/SUCLG2	
M	14804	2732	1		LRRC45/GNB1	
M	14804	2732	2		LRRC45	+ 
M	14804	2732	3		GNB1	+ 
M	14804	273	2		LRIG1	+ 
M	14804	2733	1		PRRC2B/NUP214	
M	14804	2733	2		PRRC2B	+ 
M	14804	2733	3		NUP214	+ 
M	14804	273	3		SUCLG2	+ 
M	14804	2734	1		EHD1/BATF2	
M	14804	2734	2		EHD1	+ 
M	14804	2734	3		BATF2	+ 
M	14804	2735	1		FAM76A/WDTC1	
M	14804	2735	2		FAM76A	+ 
M	14804	2735	3		WDTC1	+ 
M	14804	2736	1		ATP2A2/C12orf49	
M	14804	2736	2		ATP2A2	+ 
M	14804	2736	3		C12orf49	+ 
M	14804	2737	1		TNRC6B/FAM19A5	
M	14804	2737	2		TNRC6B	+ 
M	14804	2737	3		FAM19A5	+ 
M	14804	2738	1		TNRC6B/ZC3H7B	
M	14804	2738	2		TNRC6B	+ 
M	14804	2738	3		ZC3H7B	+ 
M	14804	2739	1		ADAM9/TACC1	
M	14804	2739	2		ADAM9	+ 
M	14804	2739	3		TACC1	+ 
M	14804	274	1		PDE9A/SLC37A1	
M	14804	2742	1		RSL24D1/RAB27A	
M	14804	2742	2		RSL24D1	+ 
M	14804	2742	3		RAB27A	+ 
M	14804	274	2		PDE9A	+ 
M	14804	2743	1		TMC6/DNAH17	
M	14804	2743	2		TMC6	+ 
M	14804	2743	3		DNAH17	+ 
M	14804	274	3		SLC37A1	+ 
M	14804	2745	1		EHBP1/COMMD1	
M	14804	2745	2		EHBP1	+ 
M	14804	2745	3		COMMD1	+ 
M	14804	2746	1		MYO1E/BNIP2	
M	14804	2746	2		MYO1E	+ 
M	14804	2746	3		BNIP2	+ 
M	14804	2747	1		SZT2/EIF2B3	
M	14804	2747	2		SZT2	+ 
M	14804	2747	3		EIF2B3	+ 
M	14804	2748	1		BRD1/MLC1	
M	14804	2748	2		BRD1	+ 
M	14804	2748	3		MLC1	+ 
M	14804	2750	1		ACVR1/CCDC148	
M	14804	2750	2		ACVR1	+ 
M	14804	2750	3		CCDC148	+ 
M	14804	2751	1		ARRB1/KLHL35	
M	14804	2751	2		ARRB1	+ 
M	14804	2751	3		KLHL35	+ 
M	14804	275	1		BICD1/CCDC91	
M	14804	2752	1		ATF6/PCP4L1	
M	14804	2752	2		ATF6	+ 
M	14804	2752	3		PCP4L1	+ 
M	14804	275	2		BICD1	+ 
M	14804	2753	1		MORF4L2/GLRA4	
M	14804	2753	2		MORF4L2	+ 
M	14804	2753	3		GLRA4	+ 
M	14804	275	3		CCDC91	+ 
M	14804	2754	1		SAMD8/KAT6B	
M	14804	2754	2		SAMD8	+ 
M	14804	2754	3		KAT6B	+ 
M	14804	2755	1		G3BP2/NAAA	
M	14804	2755	2		G3BP2	+ 
M	14804	2755	3		NAAA	+ 
M	14804	2756	1		FAM168A/C2CD3	
M	14804	2756	2		FAM168A	+ 
M	14804	2756	3		C2CD3	+ 
M	14804	2757	1		POLR1A/REEP1	
M	14804	2757	2		POLR1A	+ 
M	14804	2757	3		REEP1	+ 
M	14804	2758	1		TBC1D22A/RIBC2	
M	14804	2758	2		TBC1D22A	+ 
M	14804	2758	3		RIBC2	+ 
M	14804	2759	1		RAB14/STOM	
M	14804	2759	2		RAB14	+ 
M	14804	2759	3		STOM	+ 
M	14804	2761	1		GTSE1/ATXN10	
M	14804	2761	2		GTSE1	+ 
M	14804	2761	3		ATXN10	+ 
M	14804	276	1		RPL18/TAGLN	
M	14804	2762	1		ABR/CRK	
M	14804	2762	2		ABR	+ 
M	14804	2762	3		CRK	+ 
M	14804	276	2		RPL18	+ 
M	14804	2763	1		ZDHHC6/ACSL5	
M	14804	2763	2		ZDHHC6	+ 
M	14804	2763	3		ACSL5	+ 
M	14804	276	3		TAGLN	+ 
M	14804	2764	1		MET/WNT2	
M	14804	2764	2		MET	+ 
M	14804	2764	3		WNT2	+ 
M	14804	2765	1		TGIF1/DDX19B	
M	14804	2765	2		TGIF1	+ 
M	14804	2765	3		DDX19B	+ 
M	14804	2766	1		ANKRD11/TGIF1	
M	14804	2766	2		ANKRD11	+ 
M	14804	2766	3		TGIF1	+ 
M	14804	2767	1		SF3B3/CDH15	
M	14804	2767	2		SF3B3	+ 
M	14804	2767	3		CDH15	+ 
M	14804	2768	1		CTIF/SDHAF4	
M	14804	2768	2		CTIF	+ 
M	14804	2768	3		SDHAF4	+ 
M	14804	2769	1		GTF2F2/CTIF	
M	14804	2769	2		GTF2F2	+ 
M	14804	2769	3		CTIF	+ 
M	14804	2770	1		FXYD6/CD3G	
M	14804	2770	2		FXYD6	+ 
M	14804	2770	3		CD3G	+ 
M	14804	2771	1		CDH2/LAMA3	
M	14804	2771	2		CDH2	+ 
M	14804	2771	3		LAMA3	+ 
M	14804	277	1		RNF170/CSMD1	
M	14804	2772	1		RNF215/GRIN2B	
M	14804	2772	2		RNF215	+ 
M	14804	2772	3		GRIN2B	+ 
M	14804	277	2		RNF170	+ 
M	14804	2773	1		FOXN3/SLC25A21	
M	14804	2773	2		FOXN3	+ 
M	14804	2773	3		SLC25A21	+ 
M	14804	277	3		CSMD1	+ 
M	14804	2774	1		ZNF100/GIPC1	
M	14804	2774	2		ZNF100	+ 
M	14804	2774	3		GIPC1	+ 
M	14804	2776	1		ITM2B/ARFGEF2	
M	14804	2776	2		ITM2B	+ 
M	14804	2776	3		ARFGEF2	+ 
M	14804	2777	1		FRMD6/SCFD1	
M	14804	2777	2		FRMD6	+ 
M	14804	2777	3		SCFD1	+ 
M	14804	2778	1		FAM133B/CDK6	
M	14804	2778	2		FAM133B	+ 
M	14804	2778	3		CDK6	+ 
M	14804	2780	1		CPNE8/CADM2	
M	14804	2780	2		CPNE8	+ 
M	14804	2780	3		CADM2	+ 
M	14804	2781	1		S100A6/ABCF1	
M	14804	2781	2		S100A6	+ 
M	14804	2781	3		ABCF1	+ 
M	14804	2782	1		CDK6/STXBP6	
M	14804	2782	2		CDK6	+ 
M	14804	2782	3		STXBP6	+ 
M	14804	2783	1		CDKN2A/FOCAD	
M	14804	2783	2		CDKN2A	+ 
M	14804	2783	3		FOCAD	+ 
M	14804	2784	1		LAMA3/GNAL	
M	14804	2784	2		LAMA3	+ 
M	14804	2784	3		GNAL	+ 
M	14804	2785	1		SCMH1/CUL3	
M	14804	2785	2		SCMH1	+ 
M	14804	2785	3		CUL3	+ 
M	14804	2786	1		PRKRA/AGPS	
M	14804	2786	2		PRKRA	+ 
M	14804	2786	3		AGPS	+ 
M	14804	2787	1		FAM53B/KCNN1	
M	14804	2787	2		FAM53B	+ 
M	14804	2787	3		KCNN1	+ 
M	14804	2788	1		PHACTR1/BCL11A	
M	14804	2788	2		PHACTR1	+ 
M	14804	2788	3		BCL11A	+ 
M	14804	2789	1		BICD1/CDK6	
M	14804	2789	2		BICD1	+ 
M	14804	2789	3		CDK6	+ 
M	14804	2790	1		ZNF638/PHACTR1	
M	14804	2790	2		ZNF638	+ 
M	14804	2790	3		PHACTR1	+ 
M	14804	2791	1		NSUN4/BMPR1B	
M	14804	2791	2		NSUN4	+ 
M	14804	2791	3		BMPR1B	+ 
M	14804	279	1		MRPL39/SLC35G6	
M	14804	2792	1		ASXL2/SRBD1	
M	14804	2792	2		ASXL2	+ 
M	14804	2792	3		SRBD1	+ 
M	14804	279	2		MRPL39	+ 
M	14804	2793	1		TALDO1/ZNFX1	
M	14804	2793	2		TALDO1	+ 
M	14804	2793	3		ZNFX1	+ 
M	14804	279	3		SLC35G6	+ 
M	14804	2794	1		KIF13A/PTPRK	
M	14804	2794	2		KIF13A	+ 
M	14804	2794	3		PTPRK	+ 
M	14804	2795	1		ZNF254/TTBK1	
M	14804	2795	2		ZNF254	+ 
M	14804	2795	3		TTBK1	+ 
M	14804	2796	1		SEC16A/ZNF133	
M	14804	2796	2		SEC16A	+ 
M	14804	2796	3		ZNF133	+ 
M	14804	2798	1		CCDC6/LIPI	
M	14804	2798	2		CCDC6	+ 
M	14804	2798	3		LIPI	+ 
M	14804	2799	1		HIRA/ADAM2	
M	14804	2799	2		HIRA	+ 
M	14804	2799	3		ADAM2	+ 
M	14804	2800	1		JARID2/HSD3B1	
M	14804	2800	2		JARID2	+ 
M	14804	2800	3		HSD3B1	+ 
M	14804	2801	1		UQCRC1/SMARCC1	
M	14804	2801	2		UQCRC1	+ 
M	14804	2801	3		SMARCC1	+ 
M	14804	280	1		FXR2/TARBP1	
M	14804	2802	1		CEP170/RGS7	
M	14804	2802	2		CEP170	+ 
M	14804	2802	3		RGS7	+ 
M	14804	280	2		FXR2	+ 
M	14804	2803	1		SHC2/CREB3L3	
M	14804	2803	2		SHC2	+ 
M	14804	2803	3		CREB3L3	+ 
M	14804	280	3		TARBP1	+ 
M	14804	2804	1		SEC23IP/CFAP46	
M	14804	2804	2		SEC23IP	+ 
M	14804	2804	3		CFAP46	+ 
M	14804	2805	1		SLMO2/TRAPPC10	
M	14804	2805	2		SLMO2	+ 
M	14804	2805	3		TRAPPC10	+ 
M	14804	2806	1		ATXN7L1/AGBL3	
M	14804	2806	2		ATXN7L1	+ 
M	14804	2806	3		AGBL3	+ 
M	14804	2807	1		EVA1C/MROH8	
M	14804	2807	2		EVA1C	+ 
M	14804	2807	3		MROH8	+ 
M	14804	2808	1		KIAA1324L/ABCA13	
M	14804	2808	2		KIAA1324L	+ 
M	14804	2808	3		ABCA13	+ 
M	14804	2810	1		SNX6/MIPOL1	
M	14804	2810	2		SNX6	+ 
M	14804	2810	3		MIPOL1	+ 
M	14804	2811	1		KDM5A/RAE1	
M	14804	2811	2		KDM5A	+ 
M	14804	2811	3		RAE1	+ 
M	14804	281	1		GPRC5C/CLDN4	
M	14804	2812	1		HEBP1/ZBTB46	
M	14804	2812	2		HEBP1	+ 
M	14804	2812	3		ZBTB46	+ 
M	14804	281	2		GPRC5C	+ 
M	14804	2813	1		WSB1/FN3KRP	
M	14804	2813	2		WSB1	+ 
M	14804	2813	3		FN3KRP	+ 
M	14804	281	3		CLDN4	+ 
M	14804	2814	1		WIPF2/CDC42EP4	
M	14804	2814	2		WIPF2	+ 
M	14804	2814	3		CDC42EP4	+ 
M	14804	2815	1		TM9SF4/EYA2	
M	14804	2815	2		TM9SF4	+ 
M	14804	2815	3		EYA2	+ 
M	14804	2816	1		CYTH1/KSR1	
M	14804	2816	2		CYTH1	+ 
M	14804	2816	3		KSR1	+ 
M	14804	2817	1		DLGAP4/BPI	
M	14804	2817	2		DLGAP4	+ 
M	14804	2817	3		BPI	+ 
M	14804	2818	1		PTPRM/KIAA1468	
M	14804	2818	2		PTPRM	+ 
M	14804	2818	3		KIAA1468	+ 
M	14804	2819	1		YY1/CCNK	
M	14804	2819	2		YY1	+ 
M	14804	2819	3		CCNK	+ 
M	14804	28	1		THADA/IGF2BP3	
M	14804	2820	1		POLB/UNC5D	
M	14804	2820	2		POLB	+ 
M	14804	2820	3		UNC5D	+ 
M	14804	2821	1		ROCK1/GATA6	
M	14804	2821	2		ROCK1	+ 
M	14804	2821	3		GATA6	+ 
M	14804	282	1		BRK1/PTP4A2	
M	14804	2822	1		ITGAV/PDE11A	
M	14804	2822	2		ITGAV	+ 
M	14804	2822	3		PDE11A	+ 
M	14804	282	2		BRK1	+ 
M	14804	2823	1		VPS4B/SLC22A15	
M	14804	2823	2		VPS4B	+ 
M	14804	2823	3		SLC22A15	+ 
M	14804	282	3		PTP4A2	+ 
M	14804	2824	1		EIF3L/ASCC2	
M	14804	2824	2		EIF3L	+ 
M	14804	2824	3		ASCC2	+ 
M	14804	2825	1		KDM4C/KLK7	
M	14804	2825	2		KDM4C	+ 
M	14804	2825	3		KLK7	+ 
M	14804	2826	1		ARAP1/FADD	
M	14804	2826	2		ARAP1	+ 
M	14804	2826	3		FADD	+ 
M	14804	2827	1		MPP7/RNF169	
M	14804	2827	2		MPP7	+ 
M	14804	2827	3		RNF169	+ 
M	14804	2828	1		KDM4B/AKAP8L	
M	14804	2828	2		KDM4B	+ 
M	14804	2828	3		AKAP8L	+ 
M	14804	2829	1		ADCK4/AKAP8	
M	14804	2829	2		ADCK4	+ 
M	14804	2829	3		AKAP8	+ 
M	14804	28	2		THADA	+ 
M	14804	2830	1		BAG2/RNF114	
M	14804	2830	2		BAG2	+ 
M	14804	2830	3		RNF114	+ 
M	14804	2831	1		LRRC16A/SLC17A1	
M	14804	2831	2		LRRC16A	+ 
M	14804	2831	3		SLC17A1	+ 
M	14804	283	1		VTI1A/SUGP2	
M	14804	2832	1		BMP5/COL21A1	
M	14804	2832	2		BMP5	+ 
M	14804	2832	3		COL21A1	+ 
M	14804	283	2		VTI1A	+ 
M	14804	283	3		SUGP2	+ 
M	14804	2835	1		SERPINB5/CDH19	
M	14804	2835	2		SERPINB5	+ 
M	14804	2835	3		CDH19	+ 
M	14804	2836	1		ELL/MVB12A	
M	14804	2836	2		ELL	+ 
M	14804	2836	3		MVB12A	+ 
M	14804	2837	1		VGLL4/TAMM41	
M	14804	2837	2		VGLL4	+ 
M	14804	2837	3		TAMM41	+ 
M	14804	2838	1		FRS2/MDM2	
M	14804	2838	2		FRS2	+ 
M	14804	2838	3		MDM2	+ 
M	14804	2839	1		CNTN1/TSPAN8	
M	14804	2839	2		CNTN1	+ 
M	14804	2839	3		TSPAN8	+ 
M	14804	28	3		IGF2BP3	+ 
M	14804	2840	1		DTL/AGBL4	
M	14804	2840	2		DTL	+ 
M	14804	2840	3		AGBL4	+ 
M	14804	2841	1		CHD6/CNBD2	
M	14804	2841	2		CHD6	+ 
M	14804	2841	3		CNBD2	+ 
M	14804	284	1		CACNA1C/DDX55	
M	14804	2842	1		SLC2A13/RAB3IP	
M	14804	2842	2		SLC2A13	+ 
M	14804	2842	3		RAB3IP	+ 
M	14804	284	2		CACNA1C	+ 
M	14804	2843	1		AGBL4/DTL	
M	14804	2843	2		AGBL4	+ 
M	14804	2843	3		DTL	+ 
M	14804	284	3		DDX55	+ 
M	14804	2844	1		KIF21A/LMF1	
M	14804	2844	2		KIF21A	+ 
M	14804	2844	3		LMF1	+ 
M	14804	2845	1		NSD1/UNC5A	
M	14804	2845	2		NSD1	+ 
M	14804	2845	3		UNC5A	+ 
M	14804	2846	1		RNF130/RASGEF1C	
M	14804	2846	2		RNF130	+ 
M	14804	2846	3		RASGEF1C	+ 
M	14804	2847	1		CREBRF/SLIT3	
M	14804	2847	2		CREBRF	+ 
M	14804	2847	3		SLIT3	+ 
M	14804	2848	1		SEC23A/TRAPPC6B	
M	14804	2848	2		SEC23A	+ 
M	14804	2848	3		TRAPPC6B	+ 
M	14804	2850	1		DDX23/ARF3	
M	14804	2850	2		DDX23	+ 
M	14804	2850	3		ARF3	+ 
M	14804	2851	1		SPTLC2/PID1	
M	14804	2851	2		SPTLC2	+ 
M	14804	2851	3		PID1	+ 
M	14804	2853	1		THRAP3/CAPZB	
M	14804	2853	2		THRAP3	+ 
M	14804	2853	3		CAPZB	+ 
M	14804	2854	1		IL34/CNGB1	
M	14804	2854	2		IL34	+ 
M	14804	2854	3		CNGB1	+ 
M	14804	2855	1		RRBP1/CHID1	
M	14804	2855	2		RRBP1	+ 
M	14804	2855	3		CHID1	+ 
M	14804	2856	1		MAST4/MRPS27	
M	14804	2856	2		MAST4	+ 
M	14804	2856	3		MRPS27	+ 
M	14804	2857	1		CAPN13/GALNT14	
M	14804	2857	2		CAPN13	+ 
M	14804	2857	3		GALNT14	+ 
M	14804	2858	1		IFT122/HMCES	
M	14804	2858	2		IFT122	+ 
M	14804	2858	3		HMCES	+ 
M	14804	2859	1		TBC1D22A/GKN1	
M	14804	2859	2		TBC1D22A	+ 
M	14804	2859	3		GKN1	+ 
M	14804	2861	1		CCDC97/GTF2A2	
M	14804	2861	2		CCDC97	+ 
M	14804	2861	3		GTF2A2	+ 
M	14804	286	1		GRINA/MUC6	
M	14804	2862	1		DCHS2/FGG	
M	14804	2862	2		DCHS2	+ 
M	14804	2862	3		FGG	+ 
M	14804	286	2		GRINA	+ 
M	14804	2863	1		REL/MVP	
M	14804	2863	2		REL	+ 
M	14804	2863	3		MVP	+ 
M	14804	286	3		MUC6	+ 
M	14804	2864	1		PARD3B/WWOX	
M	14804	2864	2		PARD3B	+ 
M	14804	2864	3		WWOX	+ 
M	14804	2865	1		WDR90/RAB40C	
M	14804	2865	2		WDR90	+ 
M	14804	2865	3		RAB40C	+ 
M	14804	2866	1		DUS2/RLTPR	
M	14804	2866	2		DUS2	+ 
M	14804	2866	3		RLTPR	+ 
M	14804	2867	1		BAZ2A/BIN2	
M	14804	2867	2		BAZ2A	+ 
M	14804	2867	3		BIN2	+ 
M	14804	2868	1		TUBD1/USP32	
M	14804	2868	2		TUBD1	+ 
M	14804	2868	3		USP32	+ 
M	14804	2869	1		TTC39C/LAMA3	
M	14804	2869	2		TTC39C	+ 
M	14804	2869	3		LAMA3	+ 
M	14804	2870	1		UBN1/MGRN1	
M	14804	2870	2		UBN1	+ 
M	14804	2870	3		MGRN1	+ 
M	14804	2871	1		SETD2/POGLUT1	
M	14804	2871	2		SETD2	+ 
M	14804	2871	3		POGLUT1	+ 
M	14804	287	1		PLA2G2A/TAF15	
M	14804	2872	1		CPSF6/SH3YL1	
M	14804	2872	2		CPSF6	+ 
M	14804	2872	3		SH3YL1	+ 
M	14804	287	2		PLA2G2A	+ 
M	14804	2873	1		MYRFL/MDM2	
M	14804	2873	2		MYRFL	+ 
M	14804	2873	3		MDM2	+ 
M	14804	287	3		TAF15	+ 
M	14804	2875	1		ZNF415/SMG9	
M	14804	2875	2		ZNF415	+ 
M	14804	2875	3		SMG9	+ 
M	14804	2878	1		CWC25/B4GALNT2	
M	14804	2878	2		CWC25	+ 
M	14804	2878	3		B4GALNT2	+ 
M	14804	2879	1		TMED5/ADORA3	
M	14804	2879	2		TMED5	+ 
M	14804	2879	3		ADORA3	+ 
M	14804	2880	1		ZNF3/RUNDC3B	
M	14804	2880	2		ZNF3	+ 
M	14804	2880	3		RUNDC3B	+ 
M	14804	288	1		ZBTB20/LSAMP	
M	14804	2882	1		TMEM87B/MERTK	
M	14804	2882	2		TMEM87B	+ 
M	14804	2882	3		MERTK	+ 
M	14804	288	2		ZBTB20	+ 
M	14804	288	3		LSAMP	+ 
M	14804	2885	1		ZNF264/PIGG	
M	14804	2885	2		ZNF264	+ 
M	14804	2885	3		PIGG	+ 
M	14804	2886	1		TOB1/TTLL6	
M	14804	2886	2		TOB1	+ 
M	14804	2886	3		TTLL6	+ 
M	14804	2887	1		RPS6KC1/CD34	
M	14804	2887	2		RPS6KC1	+ 
M	14804	2887	3		CD34	+ 
M	14804	2888	1		DENND1B/RCOR3	
M	14804	2888	2		DENND1B	+ 
M	14804	2888	3		RCOR3	+ 
M	14804	2890	1		HDLBP/CADM2	
M	14804	2890	2		HDLBP	+ 
M	14804	2890	3		CADM2	+ 
M	14804	2891	1		HOOK3/TM2D2	
M	14804	2891	2		HOOK3	+ 
M	14804	2891	3		TM2D2	+ 
M	14804	289	1		GOLGA4/MLH1	
M	14804	2892	1		ATG13/ELP4	
M	14804	2892	2		ATG13	+ 
M	14804	2892	3		ELP4	+ 
M	14804	289	2		GOLGA4	+ 
M	14804	2893	1		POMT1/NUP214	
M	14804	2893	2		POMT1	+ 
M	14804	2893	3		NUP214	+ 
M	14804	289	3		MLH1	+ 
M	14804	2894	1		LCOR/PNLIPRP3	
M	14804	2894	2		LCOR	+ 
M	14804	2894	3		PNLIPRP3	+ 
M	14804	2895	1		PDE9A/ABCG1	
M	14804	2895	2		PDE9A	+ 
M	14804	2895	3		ABCG1	+ 
M	14804	2896	1		STK24/TRIQK	
M	14804	2896	2		STK24	+ 
M	14804	2896	3		TRIQK	+ 
M	14804	2897	1		HLCS/GRIK1	
M	14804	2897	2		HLCS	+ 
M	14804	2897	3		GRIK1	+ 
M	14804	2898	1		SRP68/RCAN1	
M	14804	2898	2		SRP68	+ 
M	14804	2898	3		RCAN1	+ 
M	14804	2899	1		ERBB2IP/ASXL1	
M	14804	2899	2		ERBB2IP	+ 
M	14804	2899	3		ASXL1	+ 
M	14804	2900	1		UQCC1/ADAMTS12	
M	14804	2900	2		UQCC1	+ 
M	14804	2900	3		ADAMTS12	+ 
M	14804	2901	1		WRB/KCNJ15	
M	14804	2901	2		WRB	+ 
M	14804	2901	3		KCNJ15	+ 
M	14804	290	1		ROCK2/NTSR2	
M	14804	2902	1		ANKRD18B/SNX30	
M	14804	2902	2		ANKRD18B	+ 
M	14804	2902	3		SNX30	+ 
M	14804	290	2		ROCK2	+ 
M	14804	2903	1		ZNF91/CCDC88A	
M	14804	2903	2		ZNF91	+ 
M	14804	2903	3		CCDC88A	+ 
M	14804	290	3		NTSR2	+ 
M	14804	2904	1		TANC2/CRB3	
M	14804	2904	2		TANC2	+ 
M	14804	2904	3		CRB3	+ 
M	14804	2905	1		DENR/KNTC1	
M	14804	2905	2		DENR	+ 
M	14804	2905	3		KNTC1	+ 
M	14804	2906	1		RFX2/EPOR	
M	14804	2906	2		RFX2	+ 
M	14804	2906	3		EPOR	+ 
M	14804	2907	1		NIPBL/SLC1A3	
M	14804	2907	2		NIPBL	+ 
M	14804	2907	3		SLC1A3	+ 
M	14804	2908	1		SEPT9/DNAH17	
M	14804	2908	2		SEPT9	+ 
M	14804	2908	3		DNAH17	+ 
M	14804	2909	1		UNK/ZNF266	
M	14804	2909	2		UNK	+ 
M	14804	2909	3		ZNF266	+ 
M	14804	2910	1		IGF2/MCM8	
M	14804	2910	2		IGF2	+ 
M	14804	2910	3		MCM8	+ 
M	14804	291	1		KIAA0922/ARFIP1	
M	14804	2912	1		SEC14L1/GALK1	
M	14804	2912	2		SEC14L1	+ 
M	14804	2912	3		GALK1	+ 
M	14804	291	2		KIAA0922	+ 
M	14804	2913	1		GLI3/HIBADH	
M	14804	2913	2		GLI3	+ 
M	14804	2913	3		HIBADH	+ 
M	14804	291	3		ARFIP1	+ 
M	14804	2914	1		MARC2/C1ORF143	
M	14804	2914	2		MARC2	+ 
M	14804	2914	3		C1ORF143	+ 
M	14804	2915	1		DEF8/FBXO31	
M	14804	2915	2		DEF8	+ 
M	14804	2915	3		FBXO31	+ 
M	14804	2916	1		NBEA/NDFIP2	
M	14804	2916	2		NBEA	+ 
M	14804	2916	3		NDFIP2	+ 
M	14804	2917	1		PDS5B/CD3EAP	
M	14804	2917	2		PDS5B	+ 
M	14804	2917	3		CD3EAP	+ 
M	14804	2918	1		TRERF1/GNMT	
M	14804	2918	2		TRERF1	+ 
M	14804	2918	3		GNMT	+ 
M	14804	2919	1		SC5D/ARHGEF12	
M	14804	2919	2		SC5D	+ 
M	14804	2919	3		ARHGEF12	+ 
M	14804	29	1		CSGALNACT2/SLC16A9	
M	14804	2921	1		FRAS1/SHROOM3	
M	14804	2921	2		FRAS1	+ 
M	14804	2921	3		SHROOM3	+ 
M	14804	292	1		TTBK2/TGM7	
M	14804	2922	1		GTF2E2/GSR	
M	14804	2922	2		GTF2E2	+ 
M	14804	2922	3		GSR	+ 
M	14804	292	2		TTBK2	+ 
M	14804	2923	1		CHIC2/MANBA	
M	14804	2923	2		CHIC2	+ 
M	14804	2923	3		MANBA	+ 
M	14804	292	3		TGM7	+ 
M	14804	2924	1		ERCC3/MAP3K2	
M	14804	2924	2		ERCC3	+ 
M	14804	2924	3		MAP3K2	+ 
M	14804	2925	1		ANK2/ALPK1	
M	14804	2925	2		ANK2	+ 
M	14804	2925	3		ALPK1	+ 
M	14804	2927	1		SPINT2/DPF1	
M	14804	2927	2		SPINT2	+ 
M	14804	2927	3		DPF1	+ 
M	14804	2928	1		JARID2/ATM	
M	14804	2928	2		JARID2	+ 
M	14804	2928	3		ATM	+ 
M	14804	2929	1		TNC/CDH3	
M	14804	2929	2		TNC	+ 
M	14804	2929	3		CDH3	+ 
M	14804	29	2		CSGALNACT2	+ 
M	14804	2930	1		CPSF6/C9orf3	
M	14804	2930	2		CPSF6	+ 
M	14804	2930	3		C9orf3	+ 
M	14804	2931	1		PACSIN2/TTLL1	
M	14804	2931	2		PACSIN2	+ 
M	14804	2931	3		TTLL1	+ 
M	14804	293	1		ADGRL2/AK5	
M	14804	2932	1		TMEM107/WRAP53	
M	14804	2932	2		TMEM107	+ 
M	14804	2932	3		WRAP53	+ 
